item_id,order_id,product_id,quantity,unit_price,fulfilled_from
1,1,20,2,115,10
2,1,16,3,240,10
3,1,29,3,155,10
4,1,20,2,115,10
5,1,4,2,160,10
6,2,26,3,360,7
7,3,23,2,145,10
8,3,16,1,240,10
9,3,22,1,170,10
10,4,6,2,275,8
11,5,11,2,140,12
12,5,25,2,130,12
13,5,2,1,210,12
14,5,11,1,140,12
15,6,9,2,520,6
16,6,24,3,190,6
17,6,24,2,190,6
18,6,3,3,95,6
19,7,31,1,135,1
20,8,20,1,115,
21,9,14,2,780,12
22,9,16,3,240,12
23,9,29,1,155,12
24,10,28,3,520,12
25,10,27,2,640,12
26,10,15,3,195,12
27,10,16,1,240,12
28,11,28,1,520,12
29,11,17,1,145,12
30,11,24,1,190,12
31,11,3,2,95,12
32,11,27,1,640,12
33,12,15,2,195,12
34,12,13,1,220,12
35,12,22,1,170,12
36,12,16,1,240,12
37,12,9,3,520,12
38,13,11,2,140,8
39,14,3,2,95,8
40,15,16,3,240,7
41,16,8,3,680,
42,16,24,3,190,
43,16,4,2,160,
44,16,12,1,260,
45,16,3,3,95,
46,17,9,3,520,3
47,17,7,2,420,3
48,17,21,1,185,3
49,17,20,1,115,3
50,17,23,1,145,3
51,18,5,1,340,3
52,18,13,1,220,3
53,18,5,2,340,3
54,18,9,3,520,3
55,18,28,1,520,3
56,19,6,3,275,7
57,19,11,3,140,7
58,20,3,2,95,10
59,20,19,1,89,10
60,20,27,3,640,10
61,20,17,2,145,10
62,20,3,2,95,10
63,21,25,2,130,10
64,21,16,1,240,10
65,22,8,1,680,12
66,22,9,2,520,12
67,22,13,2,220,12
68,22,17,3,145,12
69,23,7,2,420,8
70,23,19,1,89,8
71,23,5,2,340,8
72,23,10,2,180,8
73,24,3,1,95,
74,24,11,1,140,
75,24,26,3,360,
76,25,7,2,420,10
77,25,25,1,130,10
78,25,1,2,125,10
79,25,20,1,115,10
80,25,28,2,520,10
81,26,22,2,170,9
82,27,21,1,185,8
83,27,2,2,210,8
84,28,6,1,275,9
85,28,3,3,95,9
86,28,27,2,640,9
87,28,19,3,89,9
88,29,21,2,185,9
89,29,27,2,640,9
90,29,17,3,145,9
91,30,8,2,680,9
92,30,9,2,520,9
93,30,23,1,145,9
94,30,6,2,275,9
95,31,1,3,125,5
96,31,27,2,640,5
97,32,9,2,520,
98,33,26,1,360,11
99,33,11,1,140,11
100,34,17,2,145,3
101,34,31,1,135,3
102,34,16,1,240,3
103,34,26,3,360,3
